views,uploader,county_code
7,1,46067
11,1,46069
5,,46069
5,1,46071
3,,46071
2,1,46075
4,,46075
30,1,46079
5,,46079
37,,46081
79,1,46081
12,,46083
92,1,46083
1,1,46085
1,,46085
34,1,46087
3,,46087
2,1,46089
1,,46089
12,,46093
17,1,46093
460,,46099
1347,1,46099
3,,46101
4,1,46101
207,,46103
444,1,46103
5,1,46107
3,,46107
16,1,46109
12,,46109
16,1,46113
4,,46113
22,1,46119
4,,46119
11,1,46121
3,,46121
94,1,46123
6,,46123
2,1,46125
13,,46127
44,1,46127
12,1,46129
8,,46129
88,1,46135
26,,46135
236,1,47001
95,,47001
69,,47003
97,1,47003
15,1,47005
9,,47005
13,1,47007
7,,47007
365,1,47009
235,,47009
342,1,47011
167,,47011
32,,47013
54,1,47013
7,,47015
28,1,47015
41,1,47017
18,,47017
49,,47019
108,1,47019
30,,47021
182,1,47021
38,1,47023
20,,47023
104,1,47025
45,,47025
30,1,47027
12,,47027
38,1,47029
37,,47029
231,1,47031
95,,47031
10,1,47033
18,,47033
205,1,47035
113,,47035
5569,1,47037
1747,,47037
16,1,47039
5,,47039
74,1,47041
20,,47041
42,,47043
79,1,47043
81,1,47045
58,,47045
34,,47047
49,1,47047
20,1,47049
16,,47049
45,1,47051
12,,47051
114,1,47053
53,,47053
22,,47055
43,1,47055
60,1,47057
14,,47057
63,,47059
86,1,47059
22,1,47061
19,,47061
260,1,47063
140,,47063
1865,1,47065
756,,47065
13,1,47067
8,,47067
9,1,47069
6,,47069
274,1,47071
118,,47071
23,,47073
49,1,47073
111,,47075
249,1,47075
62,1,47077
34,,47077
44,,47079
122,1,47079
10,1,47081
6,,47081
31,1,47083
54,,47083
25,1,47085
6,,47085
3,,47087
4,1,47087
82,1,47089
63,,47089
25,,47091
45,1,47091
2032,1,47093
748,,47093
1,1,47095
18,1,47097
10,,47097
41,,47099
57,1,47099
19,1,47101
8,,47101
45,1,47103
23,,47103
106,1,47105
64,,47105
94,1,47107
33,,47107
18,1,47109
5,,47109
42,1,47111
39,,47111
407,1,47113
164,,47113
90,1,47115
44,,47115
35,,47117
66,1,47117
474,1,47119
214,,47119
4,1,47121
94,1,47123
95,,47123
766,1,47125
283,,47125
6,1,47127
5,,47127
15,1,47129
9,,47129
54,1,47131
15,,47131
219,1,47133
98,,47133
8,1,47135
2,,47135
2,,47137
7,1,47137
18,1,47139
4,,47139
238,,47141
380,1,47141
131,1,47143
62,,47143
70,1,47145
43,,47145
95,1,47147
55,,47147
973,1,47149
406,,47149
50,1,47151
32,,47151
28,,47153
82,1,47153
580,1,47155
288,,47155
3197,1,47157
1028,,47157
30,1,47159
4,,47159
9,1,47161
7,,47161
740,1,47163
425,,47163
425,1,47165
221,,47165
37,,47167
97,1,47167
1,1,47169
2,,47169
58,1,47171
18,,47171
16,1,47173
7,,47173
7,1,47175
3,,47175
78,,47177
76,1,47177
823,1,47179
477,,47179
40,1,47181
28,,47181
102,1,47183
28,,47183
88,1,47185
30,,47185
1018,1,47187
339,,47187
467,1,47189
255,,47189
93,1,48001
34,,48001
21,1,48003
18,,48003
290,1,48005
151,,48005
51,1,48007
56,,48007
5,1,48009
8,,48009
27,1,48013
14,,48013
34,1,48015
21,,48015
6,1,48017
4,,48017
19,,48019
19,1,48019
204,1,48021
96,,48021
3,,48023
8,1,48023
38,1,48025
13,,48025
1144,1,48027
532,,48027
6634,,48029
13910,1,48029
20,1,48031
8,,48031
415,1,48033
168,,48033
14,1,48035
5,,48035
198,,48037
345,1,48037
862,1,48039
364,,48039
1321,1,48041
512,,48041
49,1,48043
17,,48043
9,,48047
20,1,48047
63,,48049
120,1,48049
1,1,48051
6,,48051
105,1,48053
58,,48053
29,1,48055
20,,48055
55,1,48057
19,,48057
13,,48059
25,1,48059
1535,1,48061
574,,48061
9,1,48063
6,,48063
5,1,48067
9,,48067
27,1,48069
8,,48069
116,1,48071
48,,48071
59,1,48073
35,,48073
7,,48075
4,1,48075
1,,48077
9,1,48083
5,,48083
5472,1,48085
2381,,48085
11,1,48089
5,,48089
938,1,48091
423,,48091
28,,48093
20,1,48093
1,1,48095
101,1,48097
82,,48097
210,1,48099
102,,48099
9,1,48101
6,,48101
5,1,48105
5,,48105
7,1,48107
3,,48107
3,1,48109
5,,48109
25,1,48111
8,,48111
26438,1,48113
10587,,48113
22,1,48115
5,,48115
11,,48117
12,1,48117
4348,1,48121
1483,,48121
5,1,48123
7,,48123
5,,48127
10,1,48127
5,1,48129
4,,48133
35,1,48133
438,1,48135
179,,48135
1,1,48137
399,1,48139
245,,48139
1786,,48141
5054,1,48141
106,1,48143
83,,48143
1,,48145
5,1,48145
39,1,48147
16,,48147
60,1,48149
39,,48149
1,1,48153
2,,48153
3021,1,48157
1219,,48157
8,1,48159
6,,48159
52,1,48161
26,,48161
20,1,48163
10,,48163
20,1,48165
12,,48165
1219,1,48167
571,,48167
1,1,48169
29,,48171
54,1,48171
2,1,48175
2,,48175
16,,48177
11,1,48177
27,1,48179
33,,48179
425,1,48181
175,,48181
415,1,48183
225,,48183
8,,48185
45,1,48185
395,1,48187
158,,48187
66,1,48189
34,,48189
1,1,48191
24,1,48193
10,,48193
3,1,48195
4,,48195
76,1,48199
58,,48199
24859,1,48201
9959,,48201
125,1,48203
59,,48203
4,,48207
6,1,48207
1076,1,48209
379,,48209
2,1,48211
3,,48211
184,1,48213
114,,48213
3037,1,48215
1267,,48215
87,1,48217
57,,48217
51,1,48219
23,,48219
271,1,48221
93,,48221
39,,48223
76,1,48223
26,1,48225
12,,48225
68,1,48227
36,,48227
203,1,48231
118,,48231
20,1,48233
18,,48233
11,1,48239
3,,48239
8,,48241
25,1,48241
638,1,48245
340,,48245
90,1,48249
48,,48249
333,1,48251
169,,48251
5,1,48253
2,,48253
7,1,48255
4,,48255
254,1,48257
143,,48257
88,,48259
156,1,48259
217,1,48265
120,,48265
9,1,48267
5,,48267
101,1,48273
46,,48273
171,1,48277
52,,48277
10,1,48279
9,,48279
49,1,48281
18,,48281
5,1,48283
3,,48283
5,1,48285
4,,48285
8,,48287
19,1,48287
21,,48289
31,1,48289
52,1,48291
41,,48291
27,,48293
19,1,48293
21,1,48297
8,,48297
70,1,48299
64,,48299
1097,1,48303
392,,48303
1,1,48305
19,1,48307
5,,48307
790,1,48309
407,,48309
8,1,48313
7,,48313
4,1,48317
2,,48317
10,1,48319
7,,48319
84,1,48321
30,,48321
186,1,48323
86,,48323
53,1,48325
29,,48325
412,1,48329
252,,48329
9,1,48331
12,,48331
5,1,48333
4,,48333
7,1,48335
9,1,48337
6,,48337
1964,1,48339
1048,,48339
26,,48341
25,1,48341
6,1,48343
8,,48343
218,1,48347
76,,48347
21,,48349
37,1,48349
1,,48351
74,1,48353
15,,48353
1224,1,48355
686,,48355
31,1,48357
42,,48357
1,,48359
201,1,48361
108,,48361
81,1,48363
20,,48363
5,1,48365
23,,48365
239,1,48367
159,,48367
33,1,48369
6,,48369
21,1,48371
17,,48371
86,1,48373
42,,48373
756,1,48375
512,,48375
38,,48377
35,1,48377
7,1,48379
15,,48379
74,1,48381
27,,48381
2,1,48383
6,,48383
11,1,48385
21,,48385
5,1,48387
34,1,48389
19,,48389
3,1,48391
1,,48391
11,1,48395
3,,48395
357,1,48397
191,,48397
3,1,48399
1,,48399
63,1,48401
42,,48401
1,,48403
36,1,48407
76,,48407
91,,48409
136,1,48409
1,,48411
13,1,48411
28,1,48415
15,,48415
14,1,48419
8,,48419
1,1,48421
2,,48421
840,1,48423
413,,48423
43,1,48425
47,,48425
175,1,48427
103,,48427
11,,48429
4,1,48429
1,,48437
8231,1,48439
3258,,48439
903,1,48441
407,,48441
15,1,48445
16,,48445
81,1,48449
25,,48449
452,1,48451
225,,48451
3386,,48453
13518,1,48453
42,,48455
53,1,48455
11,1,48457
3,,48457
73,1,48459
107,,48459
16,1,48461
3,,48461
45,1,48463
15,,48463
80,1,48465
54,,48465
41,1,48467
37,,48467
294,1,48469
120,,48469
153,1,48471
76,,48471
400,1,48473
237,,48473
26,1,48475
10,,48475
58,1,48477
34,,48477
1480,1,48479
722,,48479
41,,48481
49,1,48481
1,,48483
406,1,48485
192,,48485
11,1,48487
11,,48487
32,1,48489
8,,48489
941,,48491
2444,1,48491
60,1,48493
48,,48493
5,1,48495
1,,48495
43,,48497
59,1,48497
100,1,48499
58,,48499
1,1,48501
3,,48501
43,1,48503
33,,48503
10,1,48505
7,,48505
5,1,48507
4,,48507
8,1,49001
2,,49001
64,1,49003
42,,49003
441,1,49005
180,,49005
49,1,49007
31,,49007
871,1,49011
483,,49011
1,,49013
4,1,49013
8,1,49015
7,,49015
39,1,49017
24,,49017
29,,49019
116,1,49019
183,1,49021
98,,49021
6,1,49023
3,,49023
67,1,49025
19,,49025
18,1,49027
13,,49027
15,1,49029
4,,49029
17,1,49033
7330,1,49035
2747,,49035
15,1,49037
3,,49037
93,1,49039
41,,49039
18,1,49041
14,,49041
371,1,49043
82,,49043
107,1,49045
58,,49045
63,1,49047
51,,49047
2155,1,49049
1070,,49049
34,1,49051
18,,49051
1321,1,49053
847,,49053
1,,49055
9,1,49055
670,1,49057
315,,49057
15,,50001
165,1,50001
159,1,50003
33,,50003
119,1,50005
32,,50005
2088,1,50007
418,,50007
157,1,50011
38,,50011
158,1,50013
20,,50013
447,1,50015
100,,50015
101,1,50017
29,,50017
95,1,50019
23,,50019
270,1,50021
64,,50021
566,1,50023
106,,50023
337,1,50025
57,,50025
358,1,50027
67,,50027
141,1,51001
46,,51001
252,1,51003
93,,51003
49,1,51005
7,,51005
43,1,51007
41,,51007
67,1,51009
25,,51009
9,1,51011
9,,51011
5436,1,51013
960,,51013
42,1,51015
22,,51015
10,1,51017
1,,51017
353,1,51019
131,,51019
1,,51021
1,1,51021
105,1,51023
40,,51023
46,1,51025
24,,51025
31,1,51027
15,,51027
9,1,51029
3,,51029
103,1,51031
70,,51031
10,1,51033
1,,51033
74,1,51035
15,,51035
3,1,51037
2,,51037
1857,1,51041
610,,51041
20,1,51043
7,,51043
348,1,51047
163,,51047
8,,51049
5,,51051
5,1,51051
46,1,51057
20,,51057
13864,1,51059
3711,,51059
240,1,51061
99,,51061
131,1,51063
40,,51063
50,,51065
187,1,51065
202,1,51067
93,,51067
18,,51069
45,1,51069
28,1,51071
5,,51071
191,1,51073
73,,51073
19,1,51075
9,,51075
1,,51077
13,1,51077
112,1,51079
40,,51079
1,1,51081
59,1,51083
12,,51083
326,1,51085
140,,51085
1748,1,51087
624,,51087
63,1,51089
34,,51089
126,1,51093
61,,51093
20,1,51095
6,,51095
149,1,51099
61,,51099
47,1,51101
14,,51101
42,1,51103
8,,51103
9,,51105
63,1,51105
3539,1,51107
1425,,51107
21,1,51109
7,,51109
5,1,51111
2,,51111
2,1,51113
7,,51113
5,,51115
27,1,51115
29,,51117
59,1,51117
25,1,51119
9,,51119
842,1,51121
269,,51121
44,1,51125
4,,51125
68,1,51127
21,,51127
5556,1,51131
1008,,51131
5,1,51133
1,,51133
55,1,51135
25,,51135
85,1,51137
27,,51137
635,1,51139
201,,51139
42,1,51141
6,,51141
49,,51143
74,1,51143
104,1,51145
46,,51145
106,1,51147
32,,51147
53,1,51149
29,,51149
2571,1,51153
1096,,51153
17,,51155
50,1,51155
23,1,51157
11,,51157
2311,1,51159
626,,51159
1268,1,51161
328,,51161
261,1,51163
125,,51163
140,,51165
293,1,51165
50,1,51167
31,,51167
50,,51169
42,1,51169
169,1,51171
73,,51171
52,1,51173
15,,51173
3,1,51175
203,1,51177
120,,51177
329,,51179
736,1,51179
1,1,51183
1,,51183
42,1,51185
49,,51185
101,,51187
146,1,51187
122,1,51191
57,,51191
24,1,51193
11,,51193
61,1,51195
23,,51195
32,,51197
128,1,51197
4440,1,51510
1226,,51510
137,1,51520
119,,51520
27,1,51530
25,,51530
2319,1,51540
502,,51540
1515,1,51550
478,,51550
108,1,51570
46,,51570
28,,51580
95,1,51580
184,1,51590
63,,51590
8,,51595
37,1,51595
187,1,51610
27,,51610
635,1,51630
347,,51630
68,1,51640
23,,51640
260,,51650
650,1,51650
382,1,51660
150,,51660
46,1,51670
22,,51670
105,1,51678
48,,51678
225,,51680
423,1,51680
535,1,51683
218,,51683
90,1,51685
32,,51685
113,1,51690
33,,51690
1489,1,51700
431,,51700
1102,1,51710
406,,51710
4,,51720
20,1,51720
84,1,51730
39,,51730
144,1,51735
52,,51735
643,1,51740
104,,51740
36,1,51750
26,,51750
260,1,51775
87,,51775
171,1,51790
48,,51790
542,1,51800
215,,51800
1246,,51810
4357,1,51810
263,1,51820
74,,51820
689,1,51830
243,,51830
409,1,51840
205,,51840
30,1,53001
18,,53001
5,1,53003
1,,53003
1139,1,53005
564,,53005
558,1,53007
301,,53007
154,,53009
375,1,53009
1899,1,53011
717,,53011
1,1,53013
5,,53013
245,1,53015
75,,53015
112,1,53017
73,,53017
7,1,53019
3,,53019
204,1,53021
123,,53021
226,1,53025
174,,53025
180,1,53027
67,,53027
830,1,53029
212,,53029
51,,53031
303,1,53031
7111,,53033
31648,1,53033
1287,1,53035
516,,53035
288,1,53037
118,,53037
14,,53039
73,1,53039
154,1,53041
47,,53041
8,1,53043
5,,53043
257,1,53045
71,,53045
90,,53047
137,1,53047
75,1,53049
34,,53049
13,1,53051
7,,53051
3962,1,53053
1484,,53053
212,1,53055
71,,53055
400,1,53057
137,,53057
51,1,53059
4,,53059
4092,1,53061
1443,,53061
2552,1,53063
1025,,53063
5,,53065
42,1,53065
1556,1,53067
465,,53067
1,1,53069
363,1,53071
133,,53071
1075,1,53073
297,,53073
103,,53075
460,1,53075
410,,53077
1101,1,53077
30,1,54001
10,,54001
528,1,54003
257,,54003
1,,54005
23,1,54005
6,1,54007
1,,54007
4,1,54009
9,,54009
890,1,54011
450,,54011
189,1,54019
92,,54019
5,1,54023
6,,54023
33,1,54025
12,,54025
10,1,54027
2,,54027
203,1,54029
57,,54029
50,1,54031
5,,54031
320,1,54033
152,,54033
94,1,54035
42,,54035
235,1,54037
106,,54037
1147,1,54039
422,,54039
28,1,54041
18,,54041
86,1,54043
15,,54043
26,1,54045
12,,54045
15,1,54047
2,,54047
274,1,54049
116,,54049
27,,54051
58,1,54051
33,,54053
65,1,54053
289,1,54055
104,,54055
25,1,54057
9,,54057
69,1,54059
38,,54059
663,1,54061
176,,54061
30,1,54067
15,,54067
156,,54069
305,1,54069
1,,54073
29,1,54075
17,,54075
87,1,54077
26,,54077
267,1,54079
101,,54079
84,,54081
223,1,54081
96,1,54083
31,,54083
41,1,54085
19,,54085
5,,54087
5,1,54087
5,1,54089
1,,54089
15,1,54091
11,,54091
25,1,54093
3,,54093
68,1,54097
37,,54097
9,1,54099
5,,54099
2,1,54101
1,,54101
50,1,54103
26,,54103
545,1,54107
253,,54107
60,1,54109
15,,54109
80,1,55001
67,,55001
60,1,55003
39,,55003
182,1,55005
109,,55005
93,1,55007
36,,55007
1041,1,55009
800,,55009
18,1,55011
16,,55011
28,1,55013
22,,55013
52,1,55015
54,,55015
155,1,55017
110,,55017
27,1,55019
19,,55019
282,1,55021
205,,55021
87,1,55023
33,,55023
7342,1,55025
3161,,55025
174,1,55027
158,,55027
261,1,55029
124,,55029
176,1,55031
91,,55031
185,1,55033
150,,55033
702,1,55035
586,,55035
344,,55039
379,1,55039
2,,55041
10,1,55041
188,1,55043
134,,55043
87,1,55045
34,,55045
28,1,55047
24,,55047
58,1,55049
36,,55049
20,1,55051
6,,55051
175,1,55053
136,,55053
221,1,55055
181,,55055
133,,55057
133,1,55057
514,,55059
597,1,55059
70,1,55061
37,,55061
1037,1,55063
671,,55063
25,1,55065
14,,55065
47,1,55067
18,,55067
55,1,55069
75,,55069
135,,55071
163,1,55071
399,,55073
469,1,55073
109,1,55075
83,,55075
60,1,55077
44,,55077
9,1,55078
6,,55078
4415,1,55079
2756,,55079
249,1,55081
135,,55081
49,1,55083
34,,55083
135,,55085
198,1,55085
756,1,55087
564,,55087
459,1,55089
242,,55089
15,,55091
29,1,55091
117,1,55093
54,,55093
114,,55095
152,1,55095
351,1,55097
196,,55097
31,1,55099
27,,55099
490,,55101
581,1,55101
56,1,55103
33,,55103
713,1,55105
547,,55105
36,1,55107
36,,55107
395,1,55109
189,,55109
309,,55111
448,1,55111
72,1,55113
47,,55113
71,1,55115
74,,55115
475,,55117
560,1,55117
13,1,55119
19,,55119
86,1,55121
63,,55121
76,,55123
103,1,55123
56,1,55125
34,,55125
482,1,55127
436,,55127
16,,55129
32,1,55129
376,1,55131
338,,55131
1717,1,55133
1351,,55133
158,1,55135
135,,55135
73,1,55137
77,,55137
453,,55139
557,1,55139
392,1,55141
278,,55141
257,1,56001
56,,56001
32,1,56003
8,,56003
118,1,56005
63,,56005
20,,56007
35,1,56007
13,1,56009
6,,56009
13,1,56011
6,,56011
206,1,56013
45,,56013
42,1,56015
11,,56015
13,1,56017
14,,56017
28,1,56019
5,,56019
545,1,56021
221,,56021
37,1,56023
25,,56023
282,1,56025
130,,56025
2,1,56027
83,1,56029
60,,56029
20,1,56031
8,,56031
98,1,56033
38,,56033
8,1,56035
5,,56035
305,1,56037
158,,56037
259,1,56039
58,,56039
47,1,56041
12,,56041
11,,56043
11,1,56043
18,1,56045
7,,56045
