views,uploader,county_code
108,1,23007
45,,23007
685,1,23009
113,,23009
858,1,23011
247,,23011
522,1,23013
81,,23013
76,,23015
317,1,23015
369,1,23017
85,,23017
1022,1,23019
194,,23019
30,1,23021
9,,23021
167,1,23023
52,,23023
81,,23025
138,1,23025
236,1,23027
87,,23027
30,,23029
118,1,23029
409,,23031
1661,1,23031
98,,24001
320,1,24001
3657,1,24003
1203,,24003
8853,1,24005
2375,,24005
348,1,24009
125,,24009
19,,24011
58,1,24011
505,1,24013
244,,24013
394,1,24015
176,,24015
746,1,24017
208,,24017
56,1,24019
23,,24019
1222,1,24021
348,,24021
44,,24023
99,1,24023
1132,1,24025
417,,24025
862,,24027
3745,1,24027
41,1,24029
12,,24029
13876,1,24031
2571,,24031
5871,1,24033
1179,,24033
369,1,24035
135,,24035
522,1,24037
167,,24037
14,1,24039
14,,24039
178,1,24041
39,,24041
658,1,24043
397,,24043
184,,24045
426,1,24045
367,1,24047
174,,24047
2793,1,25001
640,,25001
1397,1,25003
335,,25003
755,,25005
2591,1,25005
485,1,25007
51,,25007
5158,1,25009
1368,,25009
352,1,25011
56,,25011
857,,25013
2874,1,25013
243,,25015
1618,1,25015
18802,1,25017
3918,,25017
68,,25019
264,1,25019
5150,1,25021
1295,,25021
2972,1,25023
1025,,25023
25884,1,25025
6917,,25025
5684,1,25027
1888,,25027
24,,26003
60,1,26003
230,1,26005
261,,26005
125,1,26007
65,,26007
65,1,26009
28,,26009
5,1,26011
9,,26011
8,1,26013
15,,26013
115,1,26015
104,,26015
439,1,26017
333,,26017
29,,26019
91,1,26019
492,1,26021
344,,26021
131,1,26023
123,,26023
249,1,26025
318,,26025
76,,26027
97,1,26027
192,1,26029
103,,26029
76,1,26031
38,,26031
216,1,26033
142,,26033
50,1,26035
20,,26035
186,1,26037
133,,26037
18,,26039
25,1,26039
87,1,26041
143,,26041
82,1,26043
83,,26043
360,1,26045
361,,26045
220,1,26047
133,,26047
771,1,26049
753,,26049
23,1,26051
9,,26051
68,1,26053
55,,26053
557,1,26055
282,,26055
110,1,26057
85,,26057
55,1,26059
39,,26059
219,1,26061
180,,26061
40,1,26063
41,,26063
1043,,26065
1648,1,26065
112,1,26067
111,,26067
104,1,26069
112,,26069
281,1,26071
282,,26071
280,1,26073
214,,26073
435,1,26075
392,,26075
1268,1,26077
1003,,26077
32,1,26079
17,,26079
2730,1,26081
2010,,26081
4,1,26083
1,,26083
1,1,26085
1,,26085
169,1,26087
168,,26087
186,1,26089
82,,26089
270,1,26091
322,,26091
573,,26093
667,1,26093
1,,26095
3,1,26095
15,1,26097
16,,26097
2912,,26099
3014,1,26099
85,1,26101
52,,26101
274,1,26103
210,,26103
143,1,26105
70,,26105
108,1,26107
103,,26107
20,1,26109
16,,26109
469,1,26111
301,,26111
4,1,26113
6,,26113
586,1,26115
551,,26115
185,1,26117
188,,26117
38,,26119
38,1,26119
532,1,26121
478,,26121
775,1,26123
585,,26123
6817,1,26125
4743,,26125
12,1,26127
13,,26127
25,1,26129
22,,26129
22,1,26133
16,,26133
16,1,26135
19,,26135
75,,26137
133,1,26137
1327,1,26139
1015,,26139
15,,26141
1,1,26141
124,1,26143
104,,26143
571,1,26145
519,,26145
510,1,26147
516,,26147
155,1,26149
163,,26149
63,1,26151
67,,26151
4,1,26153
6,,26153
244,1,26155
203,,26155
114,1,26157
116,,26157
181,,26159
212,1,26159
4624,1,26161
2306,,26161
18325,1,26163
18352,,26163
82,1,26165
91,,26165
1,1,27001
3,,27001
1279,1,27003
412,,27003
27,,27005
80,1,27005
169,1,27007
63,,27007
18,,27009
41,1,27009
469,1,27013
186,,27013
84,1,27015
73,,27015
200,1,27017
82,,27017
473,1,27019
205,,27019
92,1,27021
37,,27021
38,1,27023
12,,27023
82,,27025
305,1,27025
205,1,27027
68,,27027
2,,27029
5,1,27029
62,1,27031
9,,27031
8,,27033
17,1,27033
165,,27035
424,1,27035
2952,1,27037
865,,27037
48,1,27039
34,,27039
118,1,27041
32,,27041
72,1,27043
16,,27043
66,1,27045
20,,27045
23,,27047
88,1,27047
211,1,27049
96,,27049
9,1,27051
4,,27051
13986,1,27053
3040,,27053
89,1,27055
17,,27055
22,,27057
63,1,27057
31,1,27059
15,,27059
81,1,27061
32,,27061
34,1,27063
24,,27063
25,1,27065
2,,27065
146,1,27067
48,,27067
9,1,27069
4,,27069
13,1,27071
2,,27071
8,1,27073
2,,27073
55,1,27075
8,,27075
7,1,27077
1,,27077
37,1,27079
16,,27079
3,,27081
46,1,27081
118,1,27083
28,,27083
107,1,27085
69,,27085
4,1,27087
2,,27087
26,1,27091
11,,27091
10,,27093
20,1,27093
34,,27095
54,1,27095
47,1,27097
14,,27097
69,,27099
169,1,27099
25,1,27103
5,,27103
36,1,27105
21,,27105
3,1,27107
1519,1,27109
556,,27109
157,1,27111
63,,27111
32,1,27113
18,,27113
36,1,27115
13,,27115
4,1,27117
4,,27117
22,1,27119
10,,27119
11,1,27121
3,,27121
5030,1,27123
1308,,27123
2,1,27125
26,1,27127
9,,27127
4,1,27129
252,1,27131
69,,27131
30,1,27133
15,,27133
39,1,27135
25,,27135
1076,1,27137
302,,27137
904,1,27139
326,,27139
300,1,27141
176,,27141
8,1,27143
6,,27143
994,1,27145
384,,27145
189,1,27147
75,,27147
48,1,27149
14,,27149
5,1,27151
1,,27151
71,1,27153
13,,27153
59,1,27157
20,,27157
32,1,27159
11,,27159
14,,27161
18,1,27161
936,1,27163
387,,27163
19,,27165
23,1,27165
254,1,27169
92,,27169
428,1,27171
196,,27171
55,1,28001
33,,28001
77,1,28003
44,,28003
13,,28007
10,1,28007
49,1,28011
14,,28011
11,1,28013
7,,28013
1,,28017
5,1,28019
2,,28019
5,1,28021
2,,28023
32,1,28025
3,,28025
31,1,28027
20,,28027
14,1,28029
12,,28029
4,1,28031
1,,28031
458,1,28033
236,,28033
619,1,28035
365,,28035
15,,28037
25,1,28037
3,,28039
5,1,28039
10,1,28041
9,,28041
39,1,28043
18,,28043
101,1,28045
60,,28045
365,,28047
590,1,28047
815,1,28049
314,,28049
13,1,28051
6,,28051
3,,28053
8,1,28053
32,1,28057
19,,28057
333,1,28059
239,,28059
1,,28061
2,1,28061
3,1,28065
57,1,28067
41,,28067
119,,28071
311,1,28071
3,,28073
5,1,28073
86,1,28075
74,,28075
4,,28079
181,1,28081
109,,28081
75,1,28083
27,,28083
24,,28085
33,1,28085
114,1,28087
44,,28087
279,1,28089
155,,28089
17,1,28091
11,,28091
7,,28093
13,1,28093
25,1,28095
9,,28095
15,1,28097
4,,28097
47,1,28099
9,,28099
3,,28101
5,1,28101
3,1,28103
1,,28103
317,1,28105
114,,28105
40,1,28107
15,,28107
43,,28109
116,1,28109
32,1,28113
25,,28113
11,1,28115
4,,28115
55,1,28117
34,,28117
7,,28119
4,1,28119
260,1,28121
140,,28121
19,1,28123
12,,28123
27,1,28127
12,,28127
8,1,28131
5,,28131
12,1,28133
5,,28133
23,1,28137
7,,28137
17,1,28139
12,,28139
3,1,28141
5,,28141
5,1,28143
2,,28143
46,1,28145
28,,28145
1,1,28147
75,1,28149
54,,28149
78,1,28151
40,,28151
2,1,28153
3,,28153
5,1,28159
7,,28159
22,1,28163
9,,28163
170,1,29001
81,,29001
17,1,29003
16,,29003
3,1,29005
4,,29005
44,1,29007
70,,29007
46,1,29009
55,,29009
5,1,29011
10,,29011
23,1,29013
15,,29013
16,1,29015
47,,29015
1,1,29017
1,,29017
1586,1,29019
899,,29019
257,,29021
298,1,29021
63,1,29023
86,,29023
6,1,29025
3,,29025
85,1,29027
76,,29027
207,1,29029
232,,29029
338,1,29031
313,,29031
12,1,29033
3,,29033
11,1,29035
299,1,29037
243,,29037
13,1,29039
8,,29039
2,1,29041
1,,29041
439,1,29043
418,,29043
56,1,29045
66,,29045
397,1,29047
255,,29047
138,1,29049
131,,29049
345,1,29051
239,,29051
24,,29053
60,1,29053
24,1,29055
21,,29055
1,1,29057
2,1,29059
2,,29059
1,,29061
8,1,29061
26,1,29065
16,,29065
5,1,29067
4,,29067
57,1,29069
52,,29069
251,1,29071
275,,29071
33,1,29073
36,,29073
6,1,29075
1302,1,29077
1030,,29077
19,1,29079
17,,29079
19,1,29081
7,,29081
17,1,29083
23,,29083
5,,29085
10,1,29085
2,1,29087
1,,29087
6,1,29089
5,,29089
78,,29091
87,1,29091
1,,29093
3603,1,29095
2568,,29095
326,1,29097
358,,29097
660,1,29099
504,,29099
250,1,29101
156,,29101
1,1,29103
3,,29103
85,1,29105
89,,29105
63,1,29107
69,,29107
27,1,29109
14,,29109
28,1,29111
20,,29111
83,1,29113
131,,29113
8,1,29115
7,,29115
54,1,29117
41,,29117
19,1,29119
23,,29119
13,1,29121
31,,29121
31,1,29123
30,,29123
95,,29127
100,1,29127
2,1,29129
5,,29129
15,,29131
24,1,29131
59,1,29133
8,,29133
39,1,29135
35,,29135
10,1,29137
8,,29137
11,1,29139
1,,29139
45,1,29141
39,,29141
1,1,29143
9,,29143
145,1,29145
134,,29145
50,1,29147
48,,29147
2,1,29149
5,,29149
18,1,29151
16,,29151
63,1,29155
58,,29155
47,1,29157
38,,29157
136,1,29159
130,,29159
243,1,29161
181,,29161
3,1,29163
16,,29163
168,1,29165
107,,29165
251,1,29167
238,,29167
143,1,29169
155,,29169
10,1,29171
17,,29171
9,,29173
5,1,29173
42,1,29175
49,,29175
10,,29177
5,1,29177
17,1,29179
6,,29179
7,,29181
1839,1,29183
1574,,29183
6,1,29186
12,,29186
176,1,29187
221,,29187
10581,1,29189
6754,,29189
61,1,29195
54,,29195
1,1,29197
1,,29197
11,1,29199
8,,29199
123,1,29201
112,,29201
3,,29205
1,1,29205
34,1,29207
50,,29207
11,,29209
21,1,29209
27,1,29211
5,,29211
338,,29213
392,1,29213
11,1,29215
14,,29215
22,1,29217
21,,29217
37,,29219
55,1,29219
1,1,29221
2,,29221
3,1,29223
4,,29223
23,,29225
34,1,29225
9,1,29229
15,,29229
30,1,30001
10,,30001
17,1,30003
11,,30003
6,1,30005
1,,30005
2,1,30007
8,,30009
21,1,30009
304,1,30013
107,,30013
28,1,30017
9,,30017
16,,30021
33,1,30021
18,1,30023
9,,30023
8,,30025
7,1,30025
22,1,30027
11,,30027
679,1,30029
369,,30029
924,1,30031
259,,30031
46,1,30035
25,,30035
1,1,30039
30,1,30041
21,,30041
7,1,30043
53,,30047
116,1,30047
460,1,30049
131,,30049
34,1,30053
14,,30053
38,1,30057
9,,30057
4,1,30059
318,,30063
1235,1,30063
5,,30065
14,1,30065
105,1,30067
31,,30067
5,1,30071
6,,30071
2,,30073
2,,30077
4,1,30077
84,1,30081
44,,30081
36,1,30083
12,,30083
19,1,30085
11,,30085
5,,30087
27,1,30087
41,1,30089
13,,30089
133,1,30093
63,,30093
9,1,30095
5,,30095
13,1,30097
3,,30097
3,1,30099
8,1,30101
3,,30101
22,1,30105
6,,30105
1,,30109
700,1,30111
304,,30111
117,1,31001
40,,31001
5,1,31011
1,,31011
25,1,31013
10,,31013
211,1,31019
101,,31019
4,1,31021
6,,31021
2,1,31023
13,,31025
38,1,31025
2,1,31027
1,,31027
3,1,31029
1,,31029
11,1,31031
1,,31031
13,,31033
28,1,31033
11,1,31037
2,,31037
10,1,31039
4,,31039
3,1,31041
2,,31041
21,,31043
86,1,31043
12,1,31045
4,,31045
64,1,31047
28,,31047
180,1,31053
41,,31053
6091,1,31055
1938,,31055
4,1,31059
2,,31059
8,1,31065
7,,31065
58,1,31067
16,,31067
19,1,31071
4,,31071
143,,31079
302,1,31079
21,1,31081
14,,31081
9,,31083
7,1,31083
3,1,31089
4,,31089
20,1,31095
5,,31095
2,1,31097
3,,31097
2,,31099
3,1,31099
12,1,31101
4,,31101
2470,1,31109
900,,31109
106,1,31111
47,,31111
107,1,31119
60,,31119
24,1,31121
16,,31121
2,1,31123
1,,31123
14,1,31127
5,,31127
66,1,31131
33,,31131
13,1,31137
11,,31137
2,1,31139
1,,31139
51,,31141
101,1,31141
8,,31145
11,1,31145
13,1,31147
7,,31147
44,1,31151
12,,31151
738,1,31153
315,,31153
13,,31155
40,1,31155
122,1,31157
47,,31157
40,,31159
33,1,31159
5,1,31167
1,1,31169
8,1,31173
6,,31173
5,,31175
2,1,31175
89,1,31177
34,,31177
20,1,31179
12,,31179
3,1,31181
10,,31181
27,1,31185
11,,31185
116,,32001
160,1,32001
28068,1,32003
11373,,32003
706,1,32005
190,,32005
333,1,32007
150,,32007
64,1,32013
29,,32013
1,,32015
16,1,32015
3,1,32017
603,1,32019
217,,32019
14,1,32021
4,,32021
468,1,32023
201,,32023
3,,32027
14,1,32027
3485,,32031
11190,1,32031
7,1,32033
7,,32033
201,,32510
568,1,32510
932,1,33001
253,,33001
224,,33003
781,1,33003
1323,1,33005
294,,33005
265,1,33007
47,,33007
1126,1,33009
263,,33009
4514,1,33011
1404,,33011
1661,1,33013
437,,33013
3034,1,33015
969,,33015
1959,1,33017
625,,33017
88,,33019
292,1,33019
2470,1,34001
786,,34001
2920,,34003
8062,1,34003
1112,,34005
3217,1,34005
2869,1,34007
839,,34007
1429,1,34009
540,,34009
981,1,34011
297,,34011
6186,1,34013
1826,,34013
2410,1,34015
887,,34015
5603,1,34017
1660,,34017
426,,34019
994,1,34019
1112,,34021
4536,1,34021
6744,1,34023
2380,,34023
4530,1,34025
2082,,34025
5360,1,34027
1743,,34027
3247,1,34029
1707,,34029
3416,1,34031
1357,,34031
48,,34033
108,1,34033
3227,1,34035
934,,34035
1486,1,34037
878,,34037
4074,1,34039
1160,,34039
1463,1,34041
1708,,34041
5701,1,35001
1701,,35001
150,1,35005
100,,35005
1,,35006
5,1,35006
12,,35007
26,1,35007
182,1,35009
75,,35009
574,1,35013
152,,35013
120,1,35015
39,,35015
40,1,35017
6,,35017
10,1,35019
1,,35019
46,1,35023
13,,35023
151,1,35025
101,,35025
53,1,35027
53,,35027
175,1,35028
38,,35028
14,1,35029
9,,35029
72,1,35031
21,,35031
4,1,35033
1,,35033
78,,35035
130,1,35035
6,1,35037
2,,35037
3,1,35039
43,1,35041
13,,35041
864,1,35043
298,,35043
83,,35045
206,1,35045
16,,35047
39,1,35047
994,1,35049
150,,35049
19,1,35051
20,,35051
9,,35053
23,1,35053
129,1,35055
16,,35055
12,,35057
11,1,35057
2,1,35059
8,,35059
22,,35061
47,1,35061
2735,1,36001
621,,36001
23,,36003
106,1,36003
1579,1,36007
414,,36007
52,,36009
148,1,36009
373,1,36011
78,,36011
691,1,36013
243,,36013
436,1,36015
148,,36015
509,1,36017
173,,36017
478,1,36019
109,,36019
136,,36021
664,1,36021
199,1,36023
30,,36023
172,1,36025
61,,36025
2615,1,36027
816,,36027
9861,1,36029
2925,,36029
324,1,36031
93,,36031
51,,36033
145,1,36033
473,1,36035
113,,36035
197,1,36037
66,,36037
318,1,36039
117,,36039
12,1,36041
4,,36041
221,1,36043
57,,36043
386,1,36045
125,,36045
18,1,36049
3,,36049
179,1,36051
65,,36051
212,1,36053
83,,36053
5793,1,36055
1650,,36055
172,1,36057
65,,36057
11169,1,36059
4643,,36059
109964,1,36061
27594,,36061
940,1,36063
344,,36063
1221,1,36065
381,,36065
3072,1,36067
791,,36067
191,,36069
553,1,36069
2736,1,36071
993,,36071
153,1,36073
60,,36073
457,1,36075
143,,36075
95,,36077
313,1,36077
540,1,36079
244,,36079
283,,36083
926,1,36083
934,,36087
2185,1,36087
125,,36089
532,1,36089
1729,1,36091
575,,36091
315,,36093
980,1,36093
74,1,36095
36,,36095
56,1,36097
19,,36097
134,1,36099
45,,36099
335,1,36101
125,,36101
12988,1,36103
5117,,36103
405,1,36105
151,,36105
65,,36107
141,1,36107
1386,1,36109
198,,36109
1497,1,36111
479,,36111
173,,36113
493,1,36113
124,1,36115
46,,36115
351,1,36117
167,,36117
9769,1,36119
2749,,36119
76,1,36121
22,,36121
17,,36123
111,1,36123
297,,37001
895,1,37001
160,1,37003
45,,37003
75,1,37005
25,,37005
251,1,37007
53,,37007
348,1,37009
64,,37009
225,1,37011
71,,37011
291,1,37013
62,,37013
16,1,37015
8,,37015
139,1,37017
46,,37017
1449,1,37019
326,,37019
4443,1,37021
696,,37021
145,,37023
530,1,37023
413,,37025
1496,1,37025
577,1,37027
93,,37027
63,1,37029
35,,37029
883,1,37031
171,,37031
21,1,37033
1,,37033
322,,37035
1446,1,37035
433,1,37037
102,,37037
9,,37039
111,1,37039
98,1,37041
15,,37041
28,1,37043
11,,37043
428,1,37045
79,,37045
18,,37047
129,1,37047
968,1,37049
333,,37049
2438,1,37051
700,,37051
459,1,37053
113,,37053
697,1,37055
243,,37055
794,1,37057
266,,37057
404,1,37059
133,,37059
143,1,37061
26,,37061
4303,1,37063
690,,37063
111,1,37065
27,,37065
2611,1,37067
625,,37067
188,1,37069
34,,37069
1032,1,37071
269,,37071
4,1,37073
1,,37073
10,1,37075
3,,37075
221,1,37077
69,,37077
70,1,37079
18,,37079
5060,1,37081
996,,37081
52,,37083
215,1,37083
484,1,37085
109,,37085
554,1,37087
129,,37087
974,1,37089
188,,37089
71,1,37091
21,,37091
35,,37093
160,1,37093
23,1,37095
4,,37095
438,,37097
1692,1,37097
352,1,37099
81,,37099
1304,1,37101
320,,37101
8,1,37103
5,,37103
988,1,37105
199,,37105
84,,37107
299,1,37107
154,,37109
636,1,37109
239,1,37111
59,,37111
554,1,37113
143,,37113
28,,37115
101,1,37115
19,,37117
94,1,37117
12412,1,37119
2812,,37119
61,1,37121
29,,37121
72,1,37123
11,,37123
677,1,37125
216,,37125
1012,1,37127
175,,37127
2223,1,37129
610,,37129
8,,37131
51,1,37131
1185,1,37133
350,,37133
315,,37135
2416,1,37135
40,1,37137
9,,37137
293,1,37139
36,,37139
445,1,37141
117,,37141
25,1,37143
7,,37143
264,1,37145
63,,37145
2264,1,37147
774,,37147
78,1,37149
60,,37149
276,,37151
720,1,37151
316,1,37153
48,,37153
104,,37155
312,1,37155
475,1,37157
162,,37157
1196,1,37159
292,,37159
77,,37161
439,1,37161
319,1,37163
80,,37163
147,1,37165
42,,37165
338,1,37167
78,,37167
231,1,37169
71,,37169
718,1,37171
142,,37171
102,1,37173
36,,37173
470,1,37175
70,,37175
13,1,37177
1372,1,37179
392,,37179
172,1,37181
48,,37181
11208,1,37183
2546,,37183
28,1,37185
6,,37185
27,1,37187
3,,37187
887,1,37189
189,,37189
493,1,37191
167,,37191
390,1,37193
129,,37193
474,1,37195
109,,37195
115,1,37197
61,,37197
152,1,37199
44,,37199
5,1,38001
16,,38001
5,,38003
23,1,38003
25,1,38005
9,1,38009
4,,38009
16,1,38011
9,,38011
435,1,38015
135,,38015
1091,1,38017
397,,38017
3,1,38019
4,,38019
25,1,38021
9,,38021
10,1,38025
4,,38025
2,1,38027
1,,38027
5,1,38031
1,,38031
184,,38035
688,1,38035
33,1,38053
28,,38053
36,1,38057
21,,38057
18,1,38059
5,,38059
13,1,38061
2,,38061
14,1,38067
6,,38067
7,1,38069
3,,38069
23,1,38071
7,,38071
17,1,38073
2,,38073
24,1,38077
12,,38077
27,1,38079
7,,38079
5,1,38081
2,,38081
53,,38089
129,1,38089
25,,38093
60,1,38093
2,1,38097
2,,38097
9,1,38099
4,,38099
242,1,38101
110,,38101
47,,38105
129,1,38105
49,1,39001
71,,39001
911,,39003
1078,1,39003
732,1,39005
954,,39005
1015,1,39007
1588,,39007
1020,1,39009
646,,39009
505,1,39011
373,,39011
257,1,39013
506,,39013
165,1,39015
442,,39015
13896,,39017
5351,1,39017
83,1,39019
195,,39019
298,,39021
489,1,39021
1362,1,39023
1211,,39023
2495,1,39025
2427,,39025
1228,,39027
655,1,39027
589,1,39029
814,,39029
581,1,39031
891,,39031
565,1,39033
1334,,39033
18169,1,39035
17088,,39035
365,1,39037
287,,39037
502,1,39039
388,,39039
2407,1,39041
4105,,39041
1325,1,39043
1546,,39043
1490,1,39045
3753,,39045
712,,39047
202,1,39047
22590,1,39049
33061,,39049
447,1,39051
522,,39051
1037,1,39053
798,,39053
1140,1,39055
791,,39055
1875,1,39057
1727,,39057
219,1,39059
276,,39059
14592,1,39061
13224,,39061
1946,,39063
718,1,39063
265,1,39065
402,,39065
16,1,39067
19,,39067
284,1,39069
479,,39069
251,1,39071
211,,39071
670,1,39073
2484,,39073
185,1,39075
146,,39075
812,1,39077
1217,,39077
487,,39079
152,1,39079
241,,39081
309,1,39081
704,1,39083
1378,,39083
2410,1,39085
6168,,39085
301,,39087
227,1,39087
4070,,39089
1865,1,39089
457,1,39091
556,,39091
5109,1,39093
6276,,39093
6413,1,39095
6170,,39095
251,1,39097
274,,39097
3389,1,39099
2269,,39099
690,1,39101
2318,,39101
4221,1,39103
7284,,39103
19,,39105
4,1,39105
484,1,39107
828,,39107
1099,1,39109
959,,39109
29,,39111
43,1,39111
8558,,39113
6688,1,39113
56,,39115
51,1,39115
162,1,39117
204,,39117
794,1,39119
2206,,39119
43,1,39121
25,,39121
1187,1,39123
1393,,39123
39,,39125
52,1,39125
56,1,39127
95,,39127
544,1,39129
579,,39129
135,1,39131
545,,39131
2217,1,39133
1996,,39133
200,1,39135
233,,39135
332,1,39137
284,,39137
1691,1,39139
2174,,39139
1048,1,39141
2859,,39141
768,1,39143
770,,39143
410,1,39145
437,,39145
396,,39147
481,1,39147
427,1,39149
448,,39149
4642,1,39151
6349,,39151
8426,1,39153
9242,,39153
2006,1,39155
2129,,39155
938,1,39157
1023,,39157
519,1,39159
612,,39159
440,,39161
121,1,39161
27,1,39163
20,,39163
3745,1,39165
5210,,39165
621,,39167
789,1,39167
1453,1,39169
2541,,39169
234,1,39171
257,,39171
1838,1,39173
2644,,39173
253,1,39175
282,,39175
2,,40001
8,1,40001
6,1,40005
1,,40005
4,1,40007
1,,40007
46,1,40009
27,,40009
2,1,40011
67,,40013
73,1,40013
10,1,40015
9,,40015
190,1,40017
131,,40017
77,1,40019
73,,40019
99,1,40021
59,,40021
7,1,40023
1,,40023
1045,1,40027
413,,40027
412,1,40031
205,,40031
2,1,40033
1,,40033
15,1,40035
9,,40035
142,1,40037
97,,40037
22,,40039
40,1,40039
103,1,40041
52,,40041
174,1,40047
94,,40047
31,1,40049
26,,40049
63,1,40051
36,,40051
6,,40061
5,1,40061
6,1,40063
74,1,40065
30,,40065
7,1,40069
4,,40069
88,1,40071
40,,40071
78,1,40073
57,,40073
3,,40077
3,1,40077
47,1,40079
42,,40079
26,,40081
16,1,40081
72,1,40083
37,,40083
7,,40085
20,1,40085
144,1,40087
87,,40087
51,1,40089
40,,40089
7,1,40091
8,,40091
2,,40093
4,1,40093
2,,40095
7,1,40095
36,,40097
47,1,40097
41,1,40099
23,,40099
239,1,40101
102,,40101
11,1,40103
1,,40103
2,,40105
1,1,40107
3788,1,40109
1698,,40109
70,1,40111
26,,40111
93,,40113
150,1,40113
35,1,40115
33,,40115
2,,40117
15,1,40117
355,1,40119
132,,40119
87,1,40121
38,,40121
98,1,40123
63,,40123
96,1,40125
81,,40125
3,1,40127
3,,40127
102,,40131
111,1,40131
17,1,40133
10,,40133
18,1,40135
14,,40135
81,1,40137
64,,40137
44,1,40139
28,,40139
7,1,40141
2580,1,40143
955,,40143
403,,40145
778,1,40145
154,,40147
156,1,40147
1,,40149
8,,40151
7,1,40151
35,1,40153
15,,40153
13,1,41001
9,,41001
227,,41003
778,1,41003
2278,1,41005
708,,41005
276,1,41007
80,,41007
84,1,41009
35,,41009
322,1,41011
102,,41011
54,1,41013
11,,41013
110,1,41015
35,,41015
344,,41017
1408,1,41017
357,1,41019
137,,41019
13,1,41023
1,,41023
15,1,41025
310,1,41027
80,,41027
558,,41029
1746,1,41029
27,1,41031
14,,41031
416,1,41033
179,,41033
193,1,41035
124,,41035
9,1,41037
7,,41037
704,,41039
2660,1,41039
530,1,41041
110,,41041
402,1,41043
117,,41043
44,1,41045
9,,41045
587,,41047
1347,1,41047
4,1,41049
18,,41049
12346,1,41051
2660,,41051
161,1,41053
51,,41053
239,1,41057
74,,41057
191,1,41059
57,,41059
103,1,41061
50,,41061
3,,41063
24,1,41063
152,1,41065
44,,41065
4378,1,41067
1191,,41067
486,1,41071
164,,41071
1436,1,42001
1734,,42001
20384,1,42003
15750,,42003
192,,42005
257,1,42005
931,1,42007
753,,42007
201,1,42009
179,,42009
4051,1,42011
3647,,42011
2344,1,42013
1718,,42013
1226,1,42015
768,,42015
11283,1,42017
12507,,42017
2539,1,42019
3952,,42019
864,,42021
1155,1,42021
29,1,42023
21,,42023
540,1,42025
1325,,42025
2090,1,42027
1563,,42027
9062,1,42029
15866,,42029
107,1,42031
116,,42031
452,1,42033
376,,42033
138,1,42035
138,,42035
623,1,42037
613,,42037
1039,,42039
1068,1,42039
3744,1,42041
2278,,42041
2421,,42043
4403,1,42043
9523,1,42045
7534,,42045
481,1,42047
450,,42047
4151,1,42049
5302,,42049
1401,1,42051
2187,,42051
1050,1,42055
1142,,42055
3,,42057
562,1,42059
1272,,42059
303,,42061
336,1,42061
495,1,42063
326,,42063
189,,42065
322,1,42065
202,1,42067
102,,42067
2225,1,42069
2325,,42069
6654,1,42071
23303,,42071
770,1,42073
616,,42073
798,1,42075
713,,42075
5857,1,42077
11928,,42077
5186,1,42079
4954,,42079
833,1,42081
679,,42081
198,1,42083
190,,42083
1292,1,42085
1872,,42085
173,,42087
319,1,42087
1967,1,42089
3066,,42089
13372,1,42091
15423,,42091
173,,42093
329,1,42093
5752,1,42095
6374,,42095
806,1,42097
1021,,42097
227,1,42099
324,,42099
28764,1,42101
29794,,42101
226,1,42103
177,,42103
58,1,42105
45,,42105
1416,,42107
1969,1,42107
287,,42109
356,1,42109
385,1,42111
406,,42111
345,1,42115
245,,42115
209,,42117
332,1,42117
613,1,42119
498,,42119
1258,1,42121
795,,42121
259,1,42123
1117,,42123
1931,1,42125
4347,,42125
370,,42127
462,1,42127
7524,,42129
3958,1,42129
507,1,42131
391,,42131
3310,1,42133
5130,,42133
465,1,44001
144,,44001
1156,1,44003
363,,44003
842,1,44005
267,,44005
4130,1,44007
1302,,44007
1298,1,44009
324,,44009
52,1,45001
52,,45001
633,1,45003
299,,45003
1,1,45005
1,,45005
522,1,45007
341,,45007
11,1,45009
3,,45009
25,1,45011
29,,45011
497,,45013
1225,1,45013
385,1,45015
230,,45015
1722,1,45019
619,,45019
135,1,45021
78,,45021
33,,45023
69,1,45023
54,,45025
87,1,45025
44,1,45027
17,,45027
120,1,45029
57,,45029
77,,45031
106,1,45031
20,,45033
38,1,45033
397,1,45035
197,,45035
3,1,45037
1,,45037
64,1,45039
20,,45039
405,1,45041
201,,45041
342,1,45043
126,,45043
2530,1,45045
1304,,45045
99,,45047
203,1,45047
45,1,45049
9,,45049
2173,1,45051
1032,,45051
66,1,45053
29,,45053
153,,45055
287,1,45055
129,,45057
243,1,45057
120,1,45059
81,,45059
10,1,45061
6,,45061
906,1,45063
563,,45063
29,1,45065
21,,45065
17,1,45067
11,,45067
4,,45069
18,1,45069
30,1,45071
13,,45071
209,1,45073
90,,45073
115,1,45075
33,,45075
195,,45077
426,1,45077
543,,45079
1606,1,45079
15,1,45081
24,,45081
536,,45083
1269,1,45083
326,1,45085
194,,45085
13,1,45087
13,,45087
5,,45089
22,1,45089
1439,1,45091
706,,45091
3,1,46003
41,1,46005
28,,46005
15,1,46009
1,,46009
178,1,46011
57,,46011
188,1,46013
71,,46013
12,1,46015
8,,46015
22,1,46019
24,,46019
4,1,46021
11,,46021
10,1,46023
11,,46023
56,1,46027
14,,46027
52,,46029
117,1,46029
2,1,46031
2,,46031
65,1,46033
27,,46033
80,1,46035
19,,46035
3,1,46039
3,,46039
6,1,46041
6,,46041
29,1,46047
6,,46047
18,1,46051
17,,46051
3,1,46053
3,,46057
13,1,46057
9,,46065
50,1,46065
